ekran_boyutu,ekran_kartı.1,Ekran Kartı Bellek Tipi.1,ekran_kartı_hafızası_1,ekran_karı_tipi_1,ekran_yenileme_hızı_1,marka,hard_disk_kapasitesi,klavye,kullanım_amacı,ram_sistem_bellegi_1,ram_tipi_1,renk,ssd_kapasitesi,cozunurluk_1,cozunurluk_standartı_1,islemci_modeli_1,islemci_nesli_1,islemci_tipi_1,islemci_cekirdek_sayisi_1,isletim_sistemi_1,url,prices
"15,6",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Lenovo,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),1255U,12. Nesil,Intel Core i7,Belirtilmemiş,Free Dos,https://www.trendyol.com//lenovo/v15-g3-iap-82tt0055tx-i7-1255u-16gb-512gb-pcie-4-0-ssd-15-6-full-hd-freedos-notebook-p-685792508?boutiqueId=61&merchantId=105369,20.119
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,120 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),Belirtilmemiş,7. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//lenovo/ip-gaming3-amd-ryzen-5-7535hs-16gb-512gb-rtx4050-dos-15-6-onyx-grey-gaming-pc-lenovo-tr-garantili-p-744554279?boutiqueId=61&merchantId=703460,28.399
"15,6",AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,Belirtilmemiş,Lenovo,HDD Yok,Q Türkçe,Ev - Okul,16 GB,DDR4,Gri,256 GB,1920 x 1080,Full HD (FHD),5700U,7. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//lenovo/ideapad-1-15alc7-82r400f1tr-03-r7-5700u-16gb-256gb-ssd-15-6-freedos-tasinabilir-bilgisayar-p-782553729?boutiqueId=61&merchantId=106198,11.599
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,165 Hz,ACER,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Siyah,1 TB,1920 x 1080,Full HD (FHD),12700H,12. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//acer/nitro-5-nh-qm0ey-002-intel-core-i7-12700h-16gb-1tb-ssd-rtx-4060-freedos-15-6-fhd-bilgisayar-p-768050068?boutiqueId=61&merchantId=624588,38.999
"15,6",AMD Radeon Vega 3,DDR3,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,8 GB,LPDDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),7320U,7. Nesil,AMD Ryzen 3,4,Free Dos,https://www.trendyol.com//lenovo/ideapad-15amn7-82vg00gptx-freedos-amd-ryzen-3-7320u-8-ram-512-ssd-p-776155862?boutiqueId=61&merchantId=531736,10.549
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe,Oyun,16 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),12700H,12. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//asus/tuf-gaming-f15-fx507zc4-hn010-intel-i7-12700h-16gb-ddr4-512gb-ssd-rtx3050-15-6-fhd-144hz-dos-p-678474065?boutiqueId=61&merchantId=109354,33.959
16,Nvidia GeForce RTX 4080,GDDR6,8 GB,Harici,165 Hz,Dell,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Gri,1 TB,2560 x 1600,QHD+,13900HX,13. Nesil,Intel Core i7,24,Windows,https://www.trendyol.com//dell/g16-7630-8gb-rtx4070-i9-13900hx-16gb-ram-1tb-ssd-16-inc-qhd-165hz-win11-g76302401020h-bilgisayar-p-751973769?boutiqueId=61&merchantId=118442,59.999
"15,6",Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,Belirtilmemiş,Asus,1 TB,Q Türkçe,Oyun,16 GB,DDR5,Mavi,SSD Yok,3840 x 2160,FHD+,12700H,12. Nesil,Intel Core i7,14,Windows,https://www.trendyol.com//asus/zenbook-pro-duo-oled-12-nesil-core-i7-12700h-32gb-1tb-15-6-rtx3060-6gb-w11-p-355657108?boutiqueId=61&merchantId=121368,184.999
"17,3",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,MSI,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,32 GB,DDR5,Siyah,1 TB,1920 x 1080,Full HD (FHD),13900H,13. Nesil,Intel Core i9,24,Windows,https://www.trendyol.com//msi/katana-17-b13vgk-898tr-i9-13900h-32gb-ddr5-1tb-ssd-8gb-rtx4070-17-3-fhd-144hz-win11-gaming-oy-p-778749913?boutiqueId=61&merchantId=106198,69.599
"15,6",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmasız),Ev - Okul,8 GB,DDR4,Gri,256 GB,1920 x 1080,Full HD (FHD),1215U,12. Nesil,Intel Core i3,6,Free Dos,https://www.trendyol.com//lenovo/ideapad-1-82qd0072tx-i3-1215u-8gb-256gb-ssd-15-6-freedos-tasinabilir-bilgisayar-p-776739394?boutiqueId=61&merchantId=106198,10.599
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe,Oyun,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),11400H,11. Nesil,Intel Core i5,6,Windows,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hc-i5-11400h-16gb-512gb-ssd-rtx3050-4gb-144hz-w11p-15-6-fhd-hn373-p-661922369?boutiqueId=61&merchantId=122633,28.999
"15,6",Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,60 Hz,Asus,HDD Yok,Q Türkçe (Aydınlatmalı),Ev - Okul,8 GB,DDR4,Siyah,256 GB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//asus/vivobook-15-x1502za-ej922-i5-1235u-8gb-256gb-ssd-15-6-fhd-freedos-p-738098538?boutiqueId=61&merchantId=702771,13.299
"15,6",Nvidia GeForce MX450,GDDR6,2 GB,Harici,Belirtilmemiş,Lenovo,HDD Yok,Q Türkçe,Oyun,16 GB,DDR4,Gri,256 GB,1920 x 1080,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//lenovo/thinkbook-15-20ve0071tx05-i5-1135g7-16gb-256ssd-mx450-15-6-fullhd-freedos-tasinabilir-bilgis-p-376214552?boutiqueId=61&merchantId=106664,17.398
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,MSI,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//msi/thin-gf63-12uc-877xtr-i5-12450h-16-gb-512-gb-ssd-rtx3050-15-6-dos-dizustu-bilgisayar-p-780603210?boutiqueId=61&merchantId=110963,28.499
"17,3",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,32 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,https://www.trendyol.com//monster/abra-a7-v14-6-5-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-17-3-fhd-144-hz-p-736981820?boutiqueId=61&merchantId=105286,40.999
16,Nvidia GeForce RTX 4090,GDDR6X,16 GB,Harici,165 Hz,Casper,HDD Yok,RGB Türkçe,Oyun,64 GB,DDR5,Gri,2 TB,2560 x 1600,WQHD,13900HX,13. Nesil,Intel Core i9,24,Free Dos,https://www.trendyol.com//casper/excalibur-g911-1390-ex90x-c-intel-core-i9-13900hx-64gb-ddr5-ram-2tb-nvme-ssd-16gb-rtx4090-freedos-p-672157362?boutiqueId=61&merchantId=114258,106.899
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,MSI,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,16,Windows,https://www.trendyol.com//msi/thin-gf63-12vf-632tr-intel-core-i7-12650h-16gb-512gb-ssd-rtx4060-w11-15-6-fhd-144hz-p-770116682?boutiqueId=61&merchantId=204934,42.678
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,60 Hz,MSI,HDD Yok,Q Türkçe,Oyun,8 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),11400,11. Nesil,Intel Core i5,6,Free Dos,https://www.trendyol.com//msi/gf63-thin-11uc-617xtr-i5-11400h-8gb-ddr4-rtx3050-gddr6-4gb-512gb-ssd-15-6-fhd-dos-p-284885322?boutiqueId=61&merchantId=105290,26.935
"16,1",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,16 GB,DDR5,Mavi,512 GB,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//hp/victus-16-s0022nt-r7-7840hs-16gb-512gb-ssd-rtx4050-6gb-dos-16-1-144hz-notebook-7z588ea-p-739506836?boutiqueId=61&merchantId=106740,31.799
"15,6",Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,144 Hz,ACER,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Siyah,256 GB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,https://www.trendyol.com//acer/an515-58-nh-qmzey-005-01-i5-12450h-16gb-256gb-ssd-rtx2050-4gb-15-6-windows-11-p-778288363?boutiqueId=61&merchantId=106198,21.999
"16,1",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,32 GB,DDR5,Siyah,1 TB,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//hp/victus-16-r0065nt-8b5y3ea-i7-13700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-16-1-fhd-freedos-p-758800085?boutiqueId=61&merchantId=467452,41.999
"15,6",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,Casper,HDD Yok,RGB Türkçe,Oyun,8 GB,DDR4,Siyah,500 GB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//casper/excalibur-g770-1245-8vj0x-b-intel-core-i5-12450h-8gb-ram-500-gb-nvme-ssd-gen4-4gb-rtx3050-freedos-p-311975826?boutiqueId=61&merchantId=114258,25.099
"15,6",AMD Radeon Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,HP,HDD Yok,Q Türkçe,Ofis - İş,16 GB,DDR4,Gümüş,512 GB,1920 x 1080,Full HD (FHD),5625U,5. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//hp/probook-455-g9-7k8q4aa-ryzen5-5625u-16gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-681213072?boutiqueId=61&merchantId=124551,15.628
"15,6",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Ofis - İş,8 GB,LPDDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//lenovo/ideapad-slim-3-intel-core-i5-12450h-8gb-512gb-ssd-freedos-15-6-ips-83er000utr-p-772649553?boutiqueId=61&merchantId=693000,14.999
"15,6",Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,144 Hz,Asus,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),11400H,11. Nesil,Intel Core i5,6,Windows,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hf-hn028w03-i5-11400h-16gb-512ssd-rtx2050-15-6-fullhd-w11h-tasinabilir-bil-p-736061798?boutiqueId=61&merchantId=106664,25.799
18,Intel XE Graphics,Dahili,4 GB,Harici,60 Hz,Asus,256 GB,Q Türkçe (Aydınlatmalı),Ev - Okul,8 GB,LPDDR3,Gri,256 GB,1920 x 1080,Full HD (FHD),1260p,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//asus/vivobook-15-intel-core-i5-1235u-8gb-256gb-ssd-freedos-fhd-tasinabilir-bilgisayar-x1502za-ej1644-p-782352241?boutiqueId=61&merchantId=133925,14.404
16,Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Huawei,HDD Yok,Q Türkçe,Ofis - İş,16 GB,LPDDR5,Gümüş,1 TB,2560 x 1600,QHD,12900H,12. Nesil,Intel Core i9,14,Windows,https://www.trendyol.com//huawei/matebook-16s-i9-12900h-16gb-1tb-w11h-16-tasinabilir-bilgisayar-cref-x9611t-p-335912096?boutiqueId=61&merchantId=369055,39.999
"15,6",AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Huawei,512 GB,Q Türkçe,Ofis - İş,16 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),5700U,5. Nesil,AMD Ryzen 7,8,Windows,https://www.trendyol.com//huawei/matebook-d15-amd-ryzen-7-5700u-16-gb-512-gb-ssd-radeon-graphics-15-6-inch-w11-home-64bit-gri-p-732708663?boutiqueId=61&merchantId=624588,22.499
14,Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,Belirtilmemiş,Asus,1 TB,Q Türkçe,Oyun,16 GB,DDR4,Gümüş,SSD Yok,2880 x 1800,Full HD (FHD),5900HX,5. Nesil,AMD Ryzen 9,8,Windows,https://www.trendyol.com//asus/vivobook-pro-14-oled-5-nesil-ryzen-9-5900hx-16gb-1tb-14-rtx3050-4gb-w11-p-355653769?boutiqueId=61&merchantId=248849,35.999
16,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,165 Hz,Asus,HDD Yok,Q Türkçe,Oyun,16 GB,DDR4,Gri,512 GB,1920 x 1200,WUXGA,12700H,12. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//asus/rog-zephyrus-g16-gu603zu-n3021-gaming-i7-12700h-16gb-512gb-ssd-r4050-165-hz-freedos-16-wuxga-p-655269943?boutiqueId=61&merchantId=106740,42.799
"16,1",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,16 GB,DDR5,Gri,1 TB,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//hp/victus-16-s0050nt-r7-7840hs-16gb-1tb-ssd-rtx4060-8gb-freedos-16-1-144-hz-notebook-892p8ea-p-739507897?boutiqueId=61&merchantId=106740,36.799
14,Intel UHD Graphics 620,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Huawei,512 GB,Q Türkçe,Ofis - İş,8 GB,DDR4,Gri,512 GB,1920 x 1080,Full HD (FHD),10210U,10. Nesil,Intel Core i5,4,Windows,https://www.trendyol.com//huawei/huawei-matebook-d14-2021-i5-10210u-8gb-512gb-win10-14-gri-p-211539220?boutiqueId=61&merchantId=470846,18.264
"15,6",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Siyah,256 GB,1920 x 1080,Full HD (FHD),N305,3. Nesil,Intel Core i3,8,Free Dos,https://www.trendyol.com//hp/laptop-15-fd0030nt-i3-n305-8gb-ram-256gb-ssd-15-6-inc-fhd-freedos-siyah-88u10ea-p-745944728?boutiqueId=61&merchantId=467452,9.999
16,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,165 Hz,Asus,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,16 GB,DDR5,Gri,512 GB,1920 x 1200,FHD+,13650HX,13. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//asus/rog-strix-g16-g614ju-n3196-i7-13650hx-16gb-512-gb-ssd-rtx-4050-165-hz-freedos-16-fhd-p-652422381?boutiqueId=61&merchantId=106740,42.399
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,MSI,HDD Yok,Q Türkçe (RGB Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,https://www.trendyol.com//msi/thin-gf63-12vf-405xtr-i7-12650h-16gb-ddr4-rtx4060-gddr6-8gb-512gb-ssd-15-6-fhd-144hz-dos-p-735321318?boutiqueId=61&merchantId=109457,42.999
"15,6",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,165 Hz,Dell,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Siyah,512 GB,1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//dell/gaming-g15-5530-g155530010u-i7-13650hx-16gb-512gb-rtx4050-165hz-fhd-ubuntu-gaming-lapto-p-748649094?boutiqueId=61&merchantId=105369,35.499
"15,6",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe,Oyun,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),11300H,11. Nesil,Intel Core i5,4,Windows,https://www.trendyol.com//hp/pavilion-15-dk2063nt-54t19ea-i5-11300h-16gb-512ssd-rtx3050ti-15-6-fullhd-w11h-tasinabilir-bilgis-p-338543376?boutiqueId=61&merchantId=831672,28.999
16,Belirtilmemiş,GDDR6,16 GB,Harici,Belirtilmemiş,Lenovo,HDD Yok,Q Türkçe,Ofis - İş,32 GB,DDR5,Gri,1 TB,3840 x 2400,Ultra HD 4K (UHD),12950HX,12. Nesil,Intel Core i9,16,Windows,https://www.trendyol.com//lenovo/thinkpad-p16-21d6003ntx-i9-12950hx-32gb-1tbssd-a4500-16-uhd-w10p-tasinabilir-is-istasyonu-p-466325265?boutiqueId=61&merchantId=106664,187.349
"16,1",Nvidia GeForce RTX 4060,GDDR6,8 GB,Dahili,144 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Gri,512 GB,1920 x 1080,Full HD (FHD),7640HS,7. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//hp/victus-16-s0035nt-ryzen-5-7640hs-16gb-ram-rtx-4060-512gb-ssd-16-1-inc-fhd-144hz-freedos-7z5z2ea-p-742301709?boutiqueId=61&merchantId=467452,33.499
"13,3",Intel Iris Graphics,DDR4,4 GB,Dahili,60 Hz,Samsung Garantili,HDD Yok,Q İngilizce,Ofis - İş,8 GB,LPDDR4X,Gri,256 GB,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,12,Windows,https://www.trendyol.com//samsung/galaxy-book2-360-13-3-intel-12th-gen-core-i5-evo-platform-8gb-bellek-256gb-ssd-grafit-p-378503749?boutiqueId=61&merchantId=720049,39.9
16,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmalı),Tasarım,16 GB,LPDDR5,Gri,1 TB,1920 x 1200,Full HD (FHD),1355U,13. Nesil,Intel Core i7,10,Windows,https://www.trendyol.com//lenovo/yoga-7-intel-core-i7-1355u-16gb-1tb-ssd-win11-home-16-dokunmatik-ikisi-bir-arada-bilgisayar-p-741193918?boutiqueId=61&merchantId=127233,52.99
"15,6",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,120 Hz,Lenovo,HDD Yok,RGB Türkçe,Oyun,8 GB,DDR4,Siyah,256 GB,1920 x 1080,Full HD (FHD),i5-11320H,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//lenovo/ideapad-gaming3-core-i5-11320h-8gb-256gb-ssd-rtx-3050ti-freedos-15-6-fhd-notebook-82k101fqtx-p-347933481?boutiqueId=61&merchantId=133639,22.999
"15,6",AMD Radeon RX6500M,GDDR6,4 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,32 GB,DDR4,Gümüş,512 GB,1920 x 1080,Full HD (FHD),5600H,5. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//hp/victus-gaming-laptop-15-fb0015nt-amd-ryzen-5-5600h-32-gb-512gb-ssd-rx6500m-freedos-15-6-fhd-144-p-759418740?boutiqueId=61&merchantId=106740,23.799
"17,3",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe + Numerik (Aydınlatmalı),Oyun,16 GB,DDR4,Siyah,1 TB,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//monster/abra-a7-v14-6-4-intel-core-i7-13700h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-736035504?boutiqueId=61&merchantId=105286,34.199
"15,6",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,Monster,HDD Yok,Q Türkçe,Oyun,8 GB,DDR4,Siyah,500 GB,1920 x 1080,Full HD (FHD),11800H,11. Nesil,Intel Core i7,8,Free Dos,https://www.trendyol.com//monster/abra-a5-v17-3-intel-core-i7-11800h-8-gb-500-gb-ssd-rtx3050ti-freedos-15-6-fhd-p-117535061?boutiqueId=61&merchantId=105286,27.099
16,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,60 Hz,Lenovo,HDD Yok,Q Türkçe (Aydınlatmalı),Ev - Okul,16 GB,LPDDR5,Gri,512 GB,1920 x 1200,WUXGA,1235U,12. Nesil,Intel Core i5,10,Free Dos,https://www.trendyol.com//lenovo/thinkbook-16-g4-iap-21cy0063tx-i5-1235u-16gb-512gb-ssd-16-wuxga-freedos-p-757614740?boutiqueId=61&merchantId=514546,18.999
14,Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Huawei,HDD Yok,Q Türkçe,Ofis - İş,8 GB,Belirtilmemiş,Gri,256 GB,1920 x 1080,Full HD (FHD),1115G4,11. Nesil,Intel Core i3,2,Windows,https://www.trendyol.com//huawei/matebook-d14-i3-1115g4-8-gb-256-gb-ssd-uhd-graphics14-full-hd-notebook-p-463984008?boutiqueId=61&merchantId=122596,13.899
"15,6",Nvidia GeForce MX450,GDDR5,2 GB,Harici,60 Hz,ACER,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,8 GB,DDR4,Beyaz,512 GB,1920 x 1080,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,4,Free Dos,https://www.trendyol.com//acer/aspire-5-a515-56g-core-i5-1135g7-8gb-512gb-ssd-mx450-freedos-15-6-fhd-notebook-nx-at2ey-001-p-748040181?boutiqueId=61&merchantId=107007,16.499
16,Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,60 Hz,Asus,HDD Yok,Q Türkçe + Numerik (Aydınlatmasız),Oyun,8 GB,DDR4,Siyah,512 GB,1920 x 1200,WUXGA,12450H,12. Nesil,Intel Core i5,8,Windows,https://www.trendyol.com//asus/vivobook-16x-k3605zc-n1013w-i5-12450h-8gb-512ssd-rtx3050-16-fullhd-w11h-tasinabilir-bilgisaya-p-753697054?boutiqueId=61&merchantId=603035,25.999
"16,1",Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,165 Hz,HP,HDD Yok,Q Türkçe,Oyun,16 GB,DDR5,Siyah,1 TB,2560 x 1440,QHD,12700H,12. Nesil,Intel Core i7,14,Free Dos,https://www.trendyol.com//hp/omen-16-k0009nt-7h8z6ea-i7-12700h-16gb-1tb-ssd-rtx-3060-16-1-inc-165hz-qhd-freedos-gaming-laptop-p-658197101?boutiqueId=61&merchantId=105369,39.899
"15,6",,,,,,Asus,HDD Yok,Q TÃ¼rkÃ§e,,,,Ã‡ok Renkli,128 GB,,,,,,,,https://www.trendyol.com//asus/x515ea-bq2293w-intel-core-i3-1115g4-4-gb-ram-128-gb-ssd-15-6-fhd-win11-notebook-p-349920436?boutiqueId=61&merchantId=115178,9.67
"15,6",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,Casper,HDD Yok,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,16 GB,DDR4,Gri,1 TB,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,https://www.trendyol.com//casper/excalibur-g870-1245-bfb0x-b-intel-core-i5-12450h-16gb-ram-1tb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-672188360?boutiqueId=61&merchantId=114258,32.499
"15,6",AMD Radeon Graphics,DDR4,Paylaşımlı,Dahili,60 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmasız),Ofis - İş,16 GB,DDR4,Siyah,512 GB,1920 x 1080,Full HD (FHD),5500U,5. Nesil,AMD Ryzen 5,6,Free Dos,https://www.trendyol.com//hp/255-g8-amd-ryzen-5-5500u-16gb-512gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-7n4w6aa4-p-703462042?boutiqueId=61&merchantId=109239,12.599
"16,1",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,HP,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,32 GB,DDR5,Siyah,1 TB,1920 x 1080,Full HD (FHD),7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,https://www.trendyol.com//hp/victus-gaming-laptop-16-s0047nt-amd-r7-7840hs-32gb-ddr5-1tb-8gb-rtx4060-16-1-144-hz-freedos-p-743602647?boutiqueId=61&merchantId=109318,40.999
15,M2 10 Çekirdekli,DDR5,8 GB,Dahili,120 Hz,Apple,256 GB,Q Türkçe (Aydınlatmalı),Ofis - İş,8 GB,LPDDR5,Mavi,256 GB,2880 x 1620,QHD,Belirtilmemiş,2. Nesil,Apple M2,8,Mac Os,https://www.trendyol.com//apple/15-inch-macbook-air-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-256gb-midnight-p-736178362?boutiqueId=61&merchantId=141868,44.379
"15,6",Nvidia GeForce RTX 2050,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,Asus,HDD Yok,Q Türkçe,Oyun,8 GB,Belirtilmemiş,Çok Renkli,512 GB,1920 x 1080,Full HD (FHD),11400H,Belirtilmemiş,Intel Core i5,Belirtilmemiş,Windows,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hf-hn030w-intel-core-i5-11400h-8gb-ddr4-512gb-m2-ssd-nvidia-geforce-rtx2050-p-688335853?boutiqueId=61&merchantId=143549,25.699
16,Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,144 Hz,MSI,HDD Yok,Q Türkçe (Aydınlatmalı),Oyun,16 GB,DDR5,Siyah,1 TB,1920 x 1200,FHD+,13700HX,13. Nesil,Intel Core i7,16,Windows,https://www.trendyol.com//msi/vector-gp68hx-13vh-208tr-i7-13700hx-16gb-ddr5-1tb-ssd-12gb-rtx4080-16-fhd-144hz-win11-gaming-p-750834706?boutiqueId=61&merchantId=106740,78.849
